Natural Language,Ground Truth,Atomic Proposition
whenever either a sensor captures data or the engine starts then in the future the brake is pressed or the escalator is blocked,G(( sensor_captures_data | engine_starts ) -> F( brake_is_pressed | escalator_is_blocked )),{brake_is_pressed engine_starts escalator_is_blocked sensor_captures_data}
"it is always the case that QpigKtgq and, at the same time, xtVGEUaOETyVfK and xnNVmgyLfGQ",G( QpigKtgq & xtVGEUaOETyVfK & xnNVmgyLfGQ ),{QpigKtgq xnNVmgyLfGQ xtVGEUaOETyVfK}
"at some point the train has been launched, the house is built and the house collapses",F( train_has_been_launched & house_is_built & house_collapses ),{house_collapses house_is_built train_has_been_launched}
"always, a constructor instantiate objects or a table is old or the escalator moves",G( constructor_instantiate_objects | table_is_old | escalator_moves ),{constructor_instantiate_objects escalator_moves table_is_old}
"first, it will happen that the train has arrived and a manager handles requests, and then, at a certain moment either the bar is down or the motorbike falls down",G(!( train_has_arrived & manager_handles_requests )) | F(( train_has_arrived & manager_handles_requests ) & F( bar_is_down | motorbike_falls_down )),{bar_is_down manager_handles_requests motorbike_falls_down train_has_arrived}
"eventually, either the engine starts or the elevator is open and, it will happen that both the motorbike has stopped and a semaphore is red afterwards",G(!( engine_starts | elevator_is_open )) | F(( engine_starts | elevator_is_open ) & F( motorbike_has_stopped & semaphore_is_red )),{elevator_is_open engine_starts motorbike_has_stopped semaphore_is_red}
"in the future either the elevator is blocked, an elevator rises or a car stops",F( elevator_is_blocked | elevator_rises | car_stops ),{car_stops elevator_is_blocked elevator_rises}
"sooner or later the escalator is blocked, the engine stops and the table has been moved",F( escalator_is_blocked & engine_stops & table_has_been_moved ),{engine_stops escalator_is_blocked table_has_been_moved}
"the brake is pressed involves that as a house collapses, eventually, a table is old",G(( brake_is_pressed ) -> G(( house_collapses ) -> F( table_is_old ))),{brake_is_pressed house_collapses table_is_old}
"after sIBhl, eternally, either DarBEFsRlXqJiLX or hIiWiCj",G(( sIBhl ) -> G( DarBEFsRlXqJiLX | hIiWiCj )),{DarBEFsRlXqJiLX hIiWiCj sIBhl}
"if either a semaphore is green or the bar is down then eventually, either the semaphore is red or the motorbike has stopped",G(( semaphore_is_green | bar_is_down ) -> F( semaphore_is_red | motorbike_has_stopped )),{bar_is_down motorbike_has_stopped semaphore_is_green semaphore_is_red}
"always when both the brake is released and the constructor creates instances then eventually, either the house is open or the train derails",G(( brake_is_released & constructor_creates_instances ) -> F( house_is_open | train_derails )),{brake_is_released constructor_creates_instances house_is_open train_derails}
always when IMqqbBgDwp then sooner or later tkM_UOQFMxq,G(( IMqqbBgDwp ) -> F( tkM_UOQFMxq )),{IMqqbBgDwp tkM_UOQFMxq}
whenever the table is old or the elevator falls then in the future a constructor creates instances and the escalator moves,G(( table_is_old | elevator_falls ) -> F( constructor_creates_instances & escalator_moves )),{constructor_creates_instances elevator_falls escalator_moves table_is_old}
whenever a bridge opens or an elevator rises then at some point either the sensor retrieves data or a train is crossing,G(( bridge_opens | elevator_rises ) -> F( sensor_retrieves_data | train_is_crossing )),{bridge_opens elevator_rises sensor_retrieves_data train_is_crossing}
it is always the case that oxkpU_QODfKrJi or QyBrWhZh,G( oxkpU_QODfKrJi | QyBrWhZh ),{QyBrWhZh oxkpU_QODfKrJi}
"when a constructor instantiate objects then whenever the sensor retrieves data then eventually, a semaphore is yellow afterwards",G(( constructor_instantiate_objects ) -> G(( sensor_retrieves_data ) -> F( semaphore_is_yellow ))),{constructor_instantiate_objects semaphore_is_yellow sensor_retrieves_data}
"finally, the train has been launched and together a car stops and an elevator falls",F( train_has_been_launched & car_stops & elevator_falls ),{car_stops elevator_falls train_has_been_launched}
"after both the brake is pressed and a house is built, at some point both a constructor instantiate objects and a semaphore is red",G(( brake_is_pressed & house_is_built ) -> F( constructor_instantiate_objects & semaphore_is_red )),{brake_is_pressed constructor_instantiate_objects house_is_built semaphore_is_red}
if both the bridge opens and the sensor retrieves data then sooner or later either the constructor creates instances or the motorbike falls down,G(( bridge_opens & sensor_retrieves_data ) -> F( constructor_creates_instances | motorbike_falls_down )),{bridge_opens constructor_creates_instances motorbike_falls_down sensor_retrieves_data}
"it is going to happen that a sensor retrieves data or the train has been launched and, at a certain moment a semaphore is green or the bar is up afterwards",G(!( sensor_retrieves_data | train_has_been_launched )) | F(( sensor_retrieves_data | train_has_been_launched ) & F( semaphore_is_green | bar_is_up )),{bar_is_up semaphore_is_green sensor_retrieves_data train_has_been_launched}
"always, both kBgneVOYdQ and SJhuzSeBd",G( kBgneVOYdQ & SJhuzSeBd ),{SJhuzSeBd kBgneVOYdQ}
"after YTR_f, in the future F_RXtYMm",G(( YTR_f ) -> F( F_RXtYMm )),{YTR_f _RXtYMm}
under no circumstances both the manager handles requests and the constructor creates instances after either the table is brown or a car stops,G(( table_is_brown | car_stops ) -> G(!( manager_handles_requests & constructor_creates_instances ))),{car_stops constructor_creates_instances manager_handles_requests table_is_brown}
it is going to happen that the brake is pressed or the semaphore is broken after both the train has been launched and a train stops,G(( train_has_been_launched & train_stops ) -> F( brake_is_pressed | semaphore_is_broken )),{brake_is_pressed semaphore_is_broken train_has_been_launched train_stops}
at some point VZAHIwcE after either lrHQrTi or OZ_RqETYCpsnQF,G(( lrHQrTi | OZ_RqETYCpsnQF ) -> F( VZAHIwcE )),{OZ_RqETYCpsnQF VZAHIwcE lrHQrTi}
"after both the motorbike falls down and the escalator speeds up, in the future the motorbike is driven and the sensor captures data",G(( motorbike_falls_down & escalator_speeds_up ) -> F( motorbike_is_driven & sensor_captures_data )),{escalator_speeds_up motorbike_falls_down motorbike_is_driven sensor_captures_data}
"after the bar is closing or the manager collect claims, it is going to happen that the engine starts or the sensor captures data",G(( bar_is_closing | manager_collect_claims ) -> F( engine_starts | sensor_captures_data )),{bar_is_closing engine_starts manager_collect_claims sensor_captures_data}
vyyjbLt_ implies that every time nXwfBrLaBRKZ then it is going to happen that nHFlhAuCXgoPrFm,G(( vyyjbLt_ ) -> G(( nXwfBrLaBRKZ ) -> F( nHFlhAuCXgoPrFm ))),{nHFlhAuCXgoPrFm nXwfBrLaBRKZ vyyjbLt_}
all the time either yVdxDgFXJv or CGNCIYkmXGOA,G( yVdxDgFXJv | CGNCIYkmXGOA ),{CGNCIYkmXGOA yVdxDgFXJv}
"always, a sensor gathers information, the sensor captures data and a table is old",G( sensor_gathers_information & sensor_captures_data & table_is_old ),{sensor_captures_data sensor_gathers_information table_is_old}
"eventually, either the bar is closing, the escalator moves or the brake is pressed",F( bar_is_closing | escalator_moves | brake_is_pressed ),{bar_is_closing brake_is_pressed escalator_moves}
every time the escalator speeds up and together a constructor instantiate objects and a sensor retrieves data,G( escalator_speeds_up & constructor_instantiate_objects & sensor_retrieves_data ),{constructor_instantiate_objects escalator_speeds_up sensor_retrieves_data}
"it will not happen that the motorbike falls down and, at the same time, a semaphore is broken and the bar is down",G(!( motorbike_falls_down & semaphore_is_broken & bar_is_down )),{bar_is_down motorbike_falls_down semaphore_is_broken}
every time the manager collect claims and a constructor creates instances then at some point in time both a semaphore is yellow and the table has been moved,G(( manager_collect_claims & constructor_creates_instances ) -> F( semaphore_is_yellow & table_has_been_moved )),{constructor_creates_instances manager_collect_claims semaphore_is_yellow table_has_been_moved}
every time the escalator moves or a table is brown or a house collapses,G( escalator_moves | table_is_brown | house_collapses ),{escalator_moves house_collapses table_is_brown}
in any case the motorbike falls down or a sensor retrieves data or the house collapses,G( motorbike_falls_down | sensor_retrieves_data | house_collapses ),{house_collapses motorbike_falls_down sensor_retrieves_data}
"always, the brake is pressed or the bar has to be repaired or a semaphore is broken",G( brake_is_pressed | bar_has_to_be_repaired | semaphore_is_broken ),{bar_has_to_be_repaired brake_is_pressed semaphore_is_broken}
"after either a sensor captures data or a constructor instantiate objects, finally, the escalator speeds up or the bar has to be repaired",G(( sensor_captures_data | constructor_instantiate_objects ) -> F( escalator_speeds_up | bar_has_to_be_repaired )),{bar_has_to_be_repaired constructor_instantiate_objects escalator_speeds_up sensor_captures_data}
"it is going to happen that either the constructor creates instances, the escalator speeds up or the table is old",F( constructor_creates_instances | escalator_speeds_up | table_is_old ),{constructor_creates_instances escalator_speeds_up table_is_old}
"it is always true that a manager collect claims and, at the same time, the motorbike has started and the motorbike falls down",G( manager_collect_claims & motorbike_has_started & motorbike_falls_down ),{manager_collect_claims motorbike_falls_down motorbike_has_started}
"always, the manager handles requests or the semaphore is broken or the house is built",G( manager_handles_requests | semaphore_is_broken | house_is_built ),{house_is_built manager_handles_requests semaphore_is_broken}
always when a sensor captures data or the constructor instantiate objects then it will happen that a table has been moved or the bridge opens,G(( sensor_captures_data | constructor_instantiate_objects ) -> F( table_has_been_moved | bridge_opens )),{bridge_opens constructor_instantiate_objects sensor_captures_data table_has_been_moved}
"after both a car stops and the house collapses, at some point in time the manager handles requests or the motorbike catches fire",G(( car_stops & house_collapses ) -> F( manager_handles_requests | motorbike_catches_fire )),{car_stops house_collapses manager_handles_requests motorbike_catches_fire}
